 Area Name, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
Central New York,"Career/Technical Education Teachers, Secondary School",310.0,78270,79820.0,60610,87100.0
Central New York,"Special Education Teachers, Preschool",90.0,61190,51370.0,40390,71600.0
Central New York,"Special Education Teachers, Kindergarten and Elementary School",630.0,74820,64690.0,59450,82500.0
Central New York,"Special Education Teachers, Middle School",280.0,75140,78750.0,59060,83180.0
Central New York,"Special Education Teachers, Secondary School",550.0,77850,80360.0,59100,87230.0
Central New York,Adult Basic and Secondary Education and Literacy Teachers and Instructors,120.0,65170,63950.0,52320,71600.0
Central New York,Self-Enrichment Education Teachers,550.0,55280,49470.0,32020,66920.0
Central New York,"Substitute Teachers, Short-Term",1300.0,36350,30830.0,29350,39850.0
Central New York,Tutors,320.0,56140,48520.0,30150,69130.0
Central New York,Librarians and Media Collections Specialists,480.0,65910,64340.0,46660,75530.0
Central New York,Library Technicians,190.0,42160,39630.0,29010,48740.0
Central New York,Instructional Coordinators,660.0,77380,79360.0,50510,90820.0
Central New York,"Teaching Assistants, Postsecondary",750.0,51050,49640.0,35710,58720.0
Central New York,"Teaching Assistants, Except Postsecondary",4460.0,33620,29910.0,27860,36510.0
Central New York,"Arts, Design, Entertainment, Sports, and Media Occupations",3540.0,66660,51740.0,34090,82940.0
Central New York,Art Directors,80.0,111830,103140.0,58620,138430.0
Central New York,Commercial and Industrial Designers,100.0,76390,68600.0,48810,90180.0
Central New York,Fashion Designers,50.0,73340,68580.0,39750,90130.0
Central New York,Floral Designers,70.0,36990,31490.0,29970,40500.0
Central New York,Graphic Designers,390.0,57470,51120.0,37540,67430.0
Central New York,Interior Designers,110.0,74900,62550.0,39820,92440.0
Central New York,Merchandise Displayers and Window Trimmers,300.0,37920,31680.0,30170,41790.0
Central New York,Producers and Directors,230.0,71620,63100.0,37880,88500.0
Central New York,Coaches and Scouts,570.0,59710,50130.0,33610,72750.0
Central New York,Radio and Television Announcers,50.0,49390,37040.0,29040,59560.0
Central New York,Public Relations Specialists,460.0,69510,64450.0,43620,82460.0
Central New York,Technical Writers,70.0,79810,80280.0,56430,91500.0
Central New York,Writers and Authors,80.0,77120,64060.0,44270,93540.0
Central New York,Audio and Video Equipment Technicians,80.0,55100,51260.0,36660,64320.0
Central New York,Broadcast Technicians,50.0,50110,40210.0,28550,60890.0
Central New York,Photographers,80.0,49450,39850.0,33090,57630.0
Central New York,Healthcare Practitioners and Technical Occupations,23270.0,88980,69630.0,46650,110150.0
Central New York,"Dentists, General",380.0,182520,171960.0,101820,222870.0
Central New York,Dietitians and Nutritionists,230.0,64930,62930.0,47610,73580.0
Central New York,Optometrists,100.0,133110,128630.0,98830,150250.0
Central New York,Pharmacists,670.0,128890,132580.0,98040,144310.0
Central New York,Physician Assistants,560.0,120780,112070.0,92410,134960.0
Central New York,Occupational Therapists,390.0,80510,80760.0,59780,90880.0
Central New York,Physical Therapists,700.0,86590,81950.0,65350,97220.0
Central New York,Recreational Therapists,90.0,55910,49530.0,45620,61050.0
Central New York,Respiratory Therapists,280.0,73930,68370.0,56280,82760.0
Central New York,Speech-Language Pathologists,490.0,82150,81190.0,59170,93630.0
Central New York,Veterinarians,170.0,117510,106630.0,75300,138620.0
Central New York,Registered Nurses,8500.0,77700,78090.0,58960,87070.0
Central New York,Nurse Practitioners,780.0,120300,109510.0,92530,134190.0
Central New York,"Pediatricians, General",60.0,185200,172840.0,98420,228590.0
Central New York,Dental Hygienists,470.0,75230,79930.0,61210,82240.0
Central New York,"Healthcare Diagnosing or Treating Practitioners, All Other",60.0,80530,73670.0,57470,92060.0
Central New York,Clinical Laboratory Technologists and Technicians,610.0,68790,66510.0,50150,78110.0
Central New York,Cardiovascular Technologists and Technicians,100.0,57990,53120.0,35440,69260.0
Central New York,Diagnostic Medical Sonographers,220.0,80780,80590.0,64950,88700.0
Central New York,Radiologic Technologists,620.0,69940,66690.0,53710,78050.0
Central New York,Magnetic Resonance Imaging Technologists,70.0,86500,84220.0,72740,93380.0
Central New York,Emergency Medical Technicians,430.0,34660,30780.0,30070,36960.0
Central New York,Paramedics,320.0,51260,49640.0,44700,54540.0
Central New York,Dietetic Technicians,60.0,41360,39870.0,32190,45940.0
Central New York,Pharmacy Technicians,860.0,36360,31440.0,29920,39580.0
Central New York,Psychiatric Technicians,70.0,34860,30730.0,30250,37160.0
Central New York,Surgical Technologists,230.0,53550,49530.0,44690,57990.0
Central New York,Veterinary Technologists and Technicians,210.0,42260,39080.0,33470,46660.0
Central New York,Ophthalmic Medical Technicians,170.0,45740,48760.0,37480,49870.0
Central New York,Licensed Practical and Licensed Vocational Nurses,2550.0,49650,48870.0,43000,52980.0
Central New York,Medical Records Specialists,320.0,49010,48580.0,35860,55580.0
Central New York,"Opticians, Dispensing",200.0,55780,60170.0,44060,61630.0
Central New York,"Health Technologists and Technicians, All Other",270.0,54660,41250.0,35930,64020.0
Central New York,Athletic Trainers,60.0,64030,61200.0,47220,72440.0
Central New York,Healthcare Support Occupations,14460.0,36870,32210.0,30120,40250.0
Central New York,Home Health & Personal Care Aides,7450.0,34930,31280.0,29550,37610.0
Central New York,Nursing Assistants,3550.0,36150,32790.0,31020,38710.0
Central New York,Orderlies,110.0,37540,32780.0,29520,41550.0
Central New York,Psychiatric Aides,190.0,44450,40660.0,39640,46860.0
Central New York,Occupational Therapy Assistants,90.0,55510,51850.0,44260,61140.0
Central New York,Physical Therapist Assistants,200.0,57200,53010.0,45130,63230.0
Central New York,Physical Therapist Aides,60.0,33480,30530.0,27940,36250.0
Central New York,Massage Therapists,60.0,47040,42660.0,29540,55790.0
Central New York,Dental Assistants,820.0,42890,40040.0,34740,46970.0
Central New York,Medical Assistants,890.0,40330,39600.0,31720,44630.0
Central New York,Medical Equipment Preparers,230.0,42010,40920.0,34490,45770.0
Central New York,Medical Transcriptionists,110.0,35540,33270.0,27720,39460.0
Central New York,Pharmacy Aides,200.0,33850,30990.0,30070,35750.0
Central New York,Veterinary Assistants and Laboratory Animal Caretakers,180.0,33540,31090.0,30180,35220.0
Central New York,Phlebotomists,210.0,39890,40530.0,32200,43730.0
Central New York,"Healthcare Support Workers, All Other",100.0,47800,47350.0,34920,54250.0
Central New York,Protective Service Occupations,7880.0,62260,63890.0,35360,75710.0
Central New York,First-Line Supervisors of Correctional Officers,150.0,85680,82850.0,69700,93670.0
Central New York,First-Line Supervisors of Police and Detectives,340.0,99010,88290.0,80490,108280.0
Central New York,First-Line Supervisors of Fire Fighting and Prevention Workers,170.0,94690,86920.0,83540,100260.0
Central New York,First-Line Supervisors of Security Workers,110.0,74590,67160.0,42550,90610.0
Central New York,"First-Line Supervisors of Protective Service Workers, All Other",60.0,69420,66150.0,48680,79790.0
Central New York,Firefighters,430.0,74230,81290.0,59400,81640.0
Central New York,Fire Inspectors and Investigators,50.0,58400,55530.0,42310,66450.0
Central New York,Bailiffs,90.0,69240,65830.0,51530,78090.0
Central New York,Correctional Officers and Jailers,1320.0,65990,65250.0,52860,72550.0
Central New York,Detectives and Criminal Investigators,300.0,91530,86220.0,60380,107100.0
Central New York,Police and Sheriff's Patrol Officers,1630.0,74500,82140.0,53450,85020.0
Central New York,Animal Control Workers,80.0,49500,43140.0,36460,56020.0
Central New York,Private Detectives and Investigators,50.0,57860,54080.0,51790,60890.0
Central New York,Security Guards,2030.0,45750,39550.0,30920,53170.0
Central New York,Crossing Guards,170.0,35240,33580.0,28710,38500.0
Central New York,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",250.0,31250,30980.0,28020,32860.0
Central New York,Transportation Security Screeners,80.0,46130,44080.0,40760,48820.0
Central New York,School Bus Monitors,500.0,34850,31140.0,28920,37820.0
Central New York,Food Preparation and Serving Related Occupations,25130.0,36290,31340.0,29050,39910.0
Central New York,Chefs and Head Cooks,410.0,58790,52620.0,42780,66800.0
Central New York,First-Line Supervisors of Food Preparation and Serving Workers,2290.0,45170,39910.0,32720,51400.0
Central New York,"Cooks, Fast Food",530.0,32190,30190.0,29060,33760.0
Central New York,"Cooks, Institution and Cafeteria",640.0,39640,38610.0,30530,44190.0
Central New York,"Cooks, Restaurant",2200.0,35180,32410.0,30080,37730.0
Central New York,"Cooks, Short Order",330.0,36440,35140.0,30550,39380.0
Central New York,Food Preparation Workers,1540.0,32870,31130.0,28520,35040.0
Central New York,Bartenders,1030.0,42930,34530.0,29090,49850.0
Central New York,Fast Food and Counter Workers,8730.0,31270,30710.0,28950,32430.0
Central New York,Waiters and Waitresses,3380.0,44370,32380.0,28740,52180.0
Central New York,"Food Servers, Nonrestaurant",880.0,31880,30530.0,28550,33540.0
Central New York,Dining Room and Cafeteria Attendants and Bartender Helpers,1400.0,35530,31290.0,28340,39120.0
Central New York,Dishwashers,1020.0,31700,30140.0,28730,33180.0
Central New York,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",630.0,32550,30500.0,28210,34720.0
Central New York,"Food Preparation and Serving Related Workers, All Other",100.0,32110,29420.0,27720,34310.0
Central New York,Building and Grounds Cleaning and Maintenance Occupations,10340.0,36730,31970.0,29160,40520.0
Central New York,First-Line Supervisors of Housekeeping and Janitorial Workers,290.0,49510,49280.0,34360,57080.0
Central New York,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",250.0,58670,52450.0,44150,65930.0
Central New York,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6020.0,34760,31490.0,28730,37770.0
Central New York,Maids and Housekeeping Cleaners,1420.0,34350,31770.0,29170,36940.0
Central New York,Pest Control Workers,70.0,41450,40450.0,32870,45730.0
Central New York,Landscaping and Groundskeeping Workers,2020.0,38340,33350.0,30320,42340.0
Central New York,Tree Trimmers and Pruners,170.0,51670,50020.0,45820,54600.0
Central New York,"Grounds Maintenance Workers, All Other",90.0,34910,31750.0,27720,38510.0
Central New York,Personal Care and Service Occupations,5220.0,36710,30930.0,28350,40890.0
Central New York,First-Line Supervisors of Personal Service Workers,260.0,50860,50250.0,34960,58810.0
Central New York,Nonfarm Animal Caretakers,460.0,34450,31210.0,28960,37190.0
Central New York,"Ushers, Lobby Attendants, and Ticket Takers",270.0,30740,30530.0,29750,31230.0
Central New York,Amusement and Recreation Attendants,430.0,31110,29660.0,27720,32800.0
Central New York,"Morticians, Undertakers, and Funeral Directors",80.0,68920,52360.0,45660,80540.0
Central New York,"Hairdressers, Hairstylists, and Cosmetologists",420.0,37460,30790.0,29020,41680.0
Central New York,Manicurists and Pedicurists,400.0,28870,28550.0,27720,29450.0
Central New York,Concierges,60.0,45340,48450.0,31660,52170.0
Central New York,Childcare Workers,1330.0,31240,30040.0,27860,32920.0
Central New York,Fitness Trainers and Aerobics Instructors,540.0,49460,40850.0,30170,59100.0
Central New York,Recreation Workers,450.0,36890,31720.0,28750,40950.0
Central New York,Residential Advisors,270.0,39140,39710.0,30080,43670.0
Central New York,Sales and Related Occupations,29980.0,46880,31040.0,28550,56040.0
Central New York,First-Line Supervisors of Retail Sales Workers,2710.0,51060,40260.0,32630,60280.0
Central New York,First-Line Supervisors of Non-Retail Sales Workers,590.0,100010,92870.0,62150,118940.0
Central New York,Cashiers,8210.0,29790,29610.0,27490,30940.0
Central New York,Counter and Rental Clerks,780.0,35860,32010.0,29350,39110.0
Central New York,Parts Salespersons,810.0,40810,38530.0,29990,46220.0
Central New York,Retail Salespersons,8960.0,35010,30360.0,28270,38380.0
Central New York,Advertising Sales Agents,160.0,68260,51790.0,33220,85780.0
Central New York,Insurance Sales Agents,880.0,86780,65190.0,45190,107570.0
Central New York,"Securities, Commodities, and Financial Services Sales Agents",670.0,92400,80180.0,43090,117050.0
Central New York,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1930.0,72260,64380.0,38900,88930.0
Central New York,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",310.0,116010,103340.0,63260,142390.0
Central New York,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2930.0,71540,63600.0,40240,87200.0
Central New York,Demonstrators and Product Promoters,90.0,34000,30920.0,30040,35980.0
Central New York,Real Estate Brokers,80.0,62800,53630.0,36450,75980.0
Central New York,Real Estate Sales Agents,150.0,69980,64080.0,42670,83640.0
Central New York,Sales Engineers,150.0,95950,85010.0,53550,117150.0
Central New York,Telemarketers,100.0,31950,30380.0,29650,33110.0
Central New York,Office and Administrative Support Occupations,44150.0,46170,39900.0,31980,53260.0
Central New York,First-Line Supervisors of Office and Administrative Support Workers,2860.0,68980,63800.0,44840,81040.0
Central New York,"Switchboard Operators, Including Answering Service",70.0,36130,32810.0,29240,39580.0
Central New York,Bill and Account Collectors,410.0,45920,48270.0,34820,51460.0
Central New York,Billing and Posting Clerks,1630.0,42380,39400.0,33980,46580.0
Central New York,"Bookkeeping, Accounting, and Auditing Clerks",3340.0,46140,47520.0,33300,52570.0
Central New York,Payroll and Timekeeping Clerks,350.0,50420,49370.0,39130,56070.0
Central New York,Procurement Clerks,120.0,46090,42260.0,38460,49910.0
Central New York,Tellers,840.0,36090,38390.0,30490,38900.0
Central New York,"Financial Clerks, All Other",110.0,44350,40480.0,33550,49750.0
Central New York,Brokerage Clerks,80.0,57300,57270.0,46050,62920.0
Central New York,"Court, Municipal, and License Clerks",480.0,48050,39450.0,34560,54790.0
Central New York,Customer Service Representatives,5390.0,42920,39180.0,30480,49150.0
Central New York,"Eligibility Interviewers, Government Programs",400.0,51290,48960.0,43430,55220.0
Central New York,File Clerks,130.0,39450,38090.0,29840,44260.0
Central New York,"Hotel, Motel, and Resort Desk Clerks",340.0,33970,30140.0,28500,36700.0
Central New York,"Interviewers, Except Eligibility and Loan",380.0,40560,39400.0,31880,44910.0
Central New York,"Library Assistants, Clerical",390.0,32970,30130.0,28120,35390.0
Central New York,Loan Interviewers and Clerks,220.0,51230,49550.0,37530,58080.0
Central New York,New Accounts Clerks,190.0,43370,40250.0,37310,46390.0
Central New York,Order Clerks,100.0,38860,38750.0,29780,43390.0
Central New York,"Human Resources Assistants, Except Payroll and Timekeeping",280.0,48310,48840.0,36780,54070.0
Central New York,Receptionists and Information Clerks,2220.0,35610,32010.0,29340,38740.0
Central New York,Reservation and Transportation Ticket Agents and Travel Clerks,70.0,44550,38270.0,29880,51880.0
Central New York,"Information and Record Clerks, All Other",130.0,46750,47720.0,35510,52370.0
Central New York,Cargo and Freight Agents,90.0,52430,49880.0,38320,59490.0
Central New York,Couriers and Messengers,180.0,34450,31190.0,29090,37130.0
Central New York,"Police, Fire, and Ambulance Dispatchers",270.0,51980,50310.0,40720,57600.0
Central New York,"Dispatchers, Except Police, Fire, and Ambulance",530.0,44980,39600.0,31880,51530.0
Central New York,"Meter Readers, Utilities",50.0,59250,53560.0,40940,68400.0
Central New York,Postal Service Clerks,270.0,52970,52310.0,41510,58700.0
Central New York,Postal Service Mail Carriers,960.0,55380,51830.0,41310,62410.0
Central New York,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",440.0,51090,48380.0,39120,57080.0
Central New York,"Production, Planning, and Expediting Clerks",1860.0,54500,49860.0,36400,63550.0
Central New York,"Shipping, Receiving, and Traffic Clerks",1540.0,41060,38750.0,29920,46630.0
Central New York,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",110.0,44630,46750.0,32890,50500.0
Central New York,Executive Secretaries and Executive Administrative Assistants,1910.0,72180,68540.0,54050,81240.0
Central New York,Legal Secretaries,380.0,43580,38560.0,31710,49520.0
Central New York,Medical Secretaries,1880.0,39370,38570.0,31530,43290.0
Central New York,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6220.0,42810,39820.0,32190,48110.0
Central New York,Data Entry Keyers,370.0,36170,32490.0,29100,39710.0
Central New York,Word Processors and Typists,710.0,41080,39780.0,31400,45910.0
Central New York,Insurance Claims and Policy Processing Clerks,350.0,52630,50180.0,39400,59240.0
Central New York,"Mail Clerks and Mail Machine Operators, Except Postal Service",230.0,35370,31030.0,29330,38380.0
Central New York,"Office Clerks, General",5000.0,40330,38650.0,29350,45830.0
Central New York,"Office Machine Operators, Except Computer",110.0,36860,33600.0,28920,40830.0
Central New York,"Office and Administrative Support Workers, All Other",70.0,51120,48120.0,40740,56310.0
Central New York,"Farming, Fishing, and Forestry Occupations",230.0,40590,36930.0,28910,46430.0
Central New York,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",90.0,33890,30370.0,28000,36830.0
Central New York,Construction and Extraction Occupations,12850.0,61750,50130.0,38010,73610.0
Central New York,Supervisors of Construction and Extraction Workers,1010.0,81770,79930.0,56010,94650.0
Central New York,Brickmasons and Blockmasons,180.0,66060,62480.0,44400,76880.0
Central New York,Carpenters,1750.0,55790,50530.0,36740,65310.0
Central New York,"Floor Layers, Except Carpet, Wood, and Hard Tiles",60.0,50070,49580.0,42430,53890.0
Central New York,Tile and Marble Setters,170.0,66900,50580.0,36910,81890.0
Central New York,Cement Masons and Concrete Finishers,200.0,57510,50580.0,42790,64860.0
Central New York,Construction Laborers,2000.0,51520,47890.0,34010,60280.0
Central New York,"Paving, Surfacing, and Tamping Equipment Operators",190.0,38970,38090.0,29930,43490.0
Central New York,Operating Engineers and Other Construction Equipment Operators,770.0,69270,50440.0,44550,81630.0
Central New York,Drywall and Ceiling Tile Installers,240.0,48850,48230.0,36260,55140.0
Central New York,Tapers,50.0,68350,68380.0,48010,78530.0
Central New York,Electricians,1350.0,85570,67640.0,45340,105690.0
Central New York,"Insulation Workers, Floor, Ceiling, and Wall",50.0,41330,39500.0,32260,45870.0
Central New York,"Insulation Workers, Mechanical",100.0,102510,131600.0,54970,126280.0
Central New York,"Painters, Construction and Maintenance",450.0,48710,47830.0,34850,55640.0
Central New York,"Plumbers, Pipefitters, and Steamfitters",1030.0,68550,65030.0,42010,81820.0
Central New York,Roofers,310.0,50460,49100.0,36770,57300.0
Central New York,Sheet Metal Workers,220.0,58380,60730.0,37710,68710.0
Central New York,Structural Iron and Steel Workers,60.0,72170,64480.0,48460,84020.0
Central New York,Helpers--Carpenters,50.0,35280,34160.0,30470,37680.0
Central New York,Helpers--Electricians,90.0,39260,37860.0,31760,43000.0
Central New York,Construction and Building Inspectors,430.0,68190,63720.0,44010,80280.0
Central New York,Elevator Installers and Repairers,130.0,94820,101440.0,66660,108890.0
Central New York,Hazardous Materials Removal Workers,120.0,51760,49580.0,35760,59760.0
Central New York,Highway Maintenance Workers,1190.0,47910,48640.0,38880,52430.0
Central New York,Septic Tank Servicers and Sewer Pipe Cleaners,110.0,44080,39430.0,36490,47870.0
Central New York,"Excavating and Loading Machine and Dragline Operators, Surface Mining",70.0,59600,49880.0,38950,69930.0
Central New York,"Earth Drillers, Except Oil and Gas",50.0,65760,61690.0,41130,78080.0
Central New York,"Installation, Maintenance, and Repair Occupations",15010.0,55860,49530.0,35230,66180.0
Central New York,"First-Line Supervisors of Mechanics, Installers, and Repairers",1420.0,76930,68460.0,49490,90660.0
Central New York,"Computer, Automated Teller, and Office Machine Repairers",230.0,49340,49880.0,34910,56560.0
Central New York,"Telecommunications Equipment Installers and Repairers, Except Line Installers",260.0,74050,79090.0,44200,88970.0
Central New York,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",210.0,67510,81150.0,42860,79830.0
Central New York,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",250.0,94330,84670.0,73900,104550.0
Central New York,Security and Fire Alarm Systems Installers,130.0,52320,50050.0,37770,59600.0
Central New York,Aircraft Mechanics and Service Technicians,60.0,72670,70790.0,47830,85080.0
Central New York,Automotive Body and Related Repairers,340.0,53140,49530.0,37380,61020.0
Central New York,Automotive Service Technicians and Mechanics,1840.0,47230,48250.0,33550,54070.0
Central New York,Bus and Truck Mechanics and Diesel Engine Specialists,930.0,53850,49640.0,41760,59890.0
Central New York,Farm Equipment Mechanics and Service Technicians,80.0,46040,47700.0,34480,51820.0
Central New York,"Mobile Heavy Equipment Mechanics, Except Engines",300.0,57480,61890.0,45600,63420.0
Central New York,Motorboat Mechanics and Service Technicians,70.0,44710,47550.0,32250,50950.0
Central New York,Outdoor Power Equipment and Other Small Engine Mechanics,130.0,39750,38230.0,30900,44180.0
Central New York,Recreational Vehicle Service Technicians,80.0,42100,38650.0,34010,46140.0
Central New York,Tire Repairers and Changers,100.0,32910,30390.0,29030,34860.0
Central New York,Mechanical Door Repairers,50.0,43720,48570.0,33760,48710.0
Central New York,"Control and Valve Installers and Repairers, Except Mechanical Door",220.0,79510,85060.0,56560,90980.0
Central New York,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",830.0,59350,61770.0,41310,68360.0
Central New York,Home Appliance Repairers,150.0,35650,31240.0,28740,39100.0
Central New York,Industrial Machinery Mechanics,930.0,64840,62930.0,45330,74590.0
Central New York,"Maintenance Workers, Machinery",210.0,56250,52690.0,41330,63710.0
Central New York,Electrical Power-Line Installers and Repairers,320.0,92570,87590.0,66790,105470.0
Central New York,Telecommunications Line Installers and Repairers,400.0,61920,62460.0,41280,72240.0
Central New York,Medical Equipment Repairers,90.0,55890,50220.0,37160,65260.0
Central New York,"Maintenance and Repair Workers, General",4610.0,46650,46410.0,32960,53490.0
Central New York,"Coin, Vending, and Amusement Machine Servicers and Repairers",70.0,40790,38770.0,29060,46650.0
Central New York,"Helpers--Installation, Maintenance, and Repair Workers",180.0,36980,33160.0,28080,41430.0
Central New York,"Installation, Maintenance, and Repair Workers, All Other",200.0,57870,60610.0,36910,68360.0
Central New York,Production Occupations,18380.0,48750,40280.0,31300,57470.0
Central New York,First-Line Supervisors of Production and Operating Workers,1550.0,76940,65790.0,49260,90780.0
Central New York,"Coil Winders, Tapers, and Finishers",60.0,46990,49420.0,37310,51840.0
Central New York,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",1330.0,37080,32590.0,29840,40690.0
Central New York,Structural Metal Fabricators and Fitters,120.0,49900,48810.0,37450,56120.0
Central New York,Miscellaneous Assemblers and Fabricators,2200.0,40190,38470.0,29530,45520.0
Central New York,Bakers,420.0,34760,31110.0,29040,37620.0
Central New York,Butchers and Meat Cutters,290.0,37680,35500.0,29020,42010.0
Central New York,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",70.0,33340,30780.0,28220,35900.0
Central New York,Food Batchmakers,190.0,38460,36170.0,29510,42930.0
Central New York,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",120.0,45740,48430.0,37320,49950.0
Central New York,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",260.0,39500,37830.0,30020,44250.0
Central New York,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",300.0,53870,50900.0,34200,63710.0
Central New York,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",80.0,42850,39590.0,37940,45300.0
Central New York,Machinists,710.0,51200,50090.0,35710,58940.0
Central New York,Metal-Refining Furnace Operators and Tenders,80.0,52390,50320.0,37710,59730.0
Central New York,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",510.0,40560,38990.0,29960,45860.0
Central New York,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",500.0,46860,48090.0,34520,53030.0
Central New York,Tool and Die Makers,170.0,58320,62820.0,37980,68490.0
Central New York,"Welders, Cutters, Solderers, and Brazers",580.0,53810,50410.0,38740,61340.0
Central New York,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",50.0,48420,39050.0,36200,54530.0
Central New York,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",80.0,41080,38930.0,35160,44030.0
Central New York,Prepress Technician and Workers,70.0,46820,48190.0,36390,52040.0
Central New York,Printing Press Operators,430.0,45680,48090.0,32740,52160.0
Central New York,Laundry and Dry-Cleaning Workers,360.0,31160,29790.0,27700,32880.0
Central New York,"Pressers, Textile, Garment, and Related Materials",50.0,30030,28510.0,27456,31500.0
Central New York,Sewing Machine Operators,100.0,34520,32040.0,28600,37480.0
Central New York,Cabinetmakers and Bench Carpenters,170.0,43810,39460.0,32840,49300.0
Central New York,Furniture Finishers,70.0,37270,38680.0,29540,41130.0
Central New York,"Sawing Machine Setters, Operators, and Tenders, Wood",140.0,36190,31500.0,30030,39280.0
Central New York,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",130.0,35910,31350.0,29570,39070.0
Central New York,Nuclear Power Reactor Operators,180.0,121480,129660.0,100440,131990.0
Central New York,Power Plant Operators,170.0,95240,102540.0,65360,110180.0
Central New York,Stationary Engineers and Boiler Operators,150.0,71290,65970.0,56330,78770.0
Central New York,Water and Wastewater Treatment Plant and System Operators,270.0,54080,50170.0,41820,60220.0
Central New York,Chemical Equipment Operators and Tenders,190.0,53960,50320.0,42930,59480.0
Central New York,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",110.0,46090,48810.0,33320,52470.0
Central New York,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",60.0,38540,39290.0,27540,44050.0
Central New York,"Mixing and Blending Machine Setters, Operators, and Tenders",150.0,47220,39850.0,33200,54230.0
Central New York,"Cutting and Slicing Machine Setters, Operators, and Tenders",140.0,41270,39290.0,30860,46480.0
Central New York,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",100.0,49130,50080.0,32890,57250.0
Central New York,"Inspectors, Testers, Sorters, Samplers, and Weighers",1680.0,48710,48090.0,33280,56430.0
Central New York,Jewelers and Precious Stone and Metal Workers,60.0,47090,41490.0,30900,55180.0
Central New York,Dental Laboratory Technicians,230.0,52570,49420.0,36660,60530.0
Central New York,Ophthalmic Laboratory Technicians,90.0,36310,34180.0,29930,39500.0
Central New York,Packaging and Filling Machine Operators and Tenders,970.0,47810,39050.0,31260,56090.0
Central New York,"Painting, Coating, and Decorating Workers",60.0,36000,31450.0,30860,38580.0
Central New York,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",140.0,41190,39260.0,30820,46380.0
Central New York,Computer Numerically Controlled Tool Operators,340.0,45780,39660.0,32240,52550.0
Central New York,Computer Numerically Controlled Tool Programmers,80.0,62430,62820.0,46060,70610.0
Central New York,"Molders, Shapers, and Casters, Except Metal and Plastic",100.0,45280,49420.0,33810,51020.0
Central New York,"Paper Goods Machine Setters, Operators, and Tenders",330.0,52560,49890.0,41210,58230.0
Central New York,Helpers--Production Workers,270.0,36300,37280.0,29080,39900.0
Central New York,"Production Workers, All Other",140.0,33550,30220.0,27460,36590.0
Central New York,Transportation and Material Moving Occupations,24710.0,43090,39340.0,29960,49660.0
Central New York,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",1190.0,60480,53540.0,41550,69950.0
Central New York,Driver/Sales Workers,610.0,36480,30890.0,27456,41020.0
Central New York,Heavy and Tractor-Trailer Truck Drivers,4560.0,55360,50760.0,39900,63080.0
Central New York,Light Truck or Delivery Services Drivers,2200.0,43240,39030.0,29720,50010.0
Central New York,"Bus Drivers, School",1690.0,51720,50440.0,34630,60270.0
Central New York,Shuttle Drivers and Chauffeurs,620.0,34800,30860.0,29060,37670.0
Central New York,"Motor Vehicle Operators, All Other",80.0,41280,38080.0,29290,47270.0
Central New York,Parking Lot Attendants,200.0,31860,30080.0,28250,33670.0
Central New York,Automotive and Watercraft Service Attendants,200.0,33720,31650.0,29420,35870.0
Central New York,Conveyor Operators and Tenders,50.0,35260,30510.0,30310,37730.0
Central New York,Industrial Truck and Tractor Operators,930.0,44640,40400.0,33570,50180.0
Central New York,Cleaners of Vehicles and Equipment,750.0,32890,30790.0,28350,35160.0
Central New York,"Laborers and Freight, Stock, and Material Movers, Hand",5240.0,37050,32560.0,30280,40440.0
